case,draw,strength,passed,failed,gate 1,gate 2,gate 3,gate 4,gate 5,gate 6,gate 7,Sharpe,alpha,costs a year,appraisal ratio,effective trials,DSR,neighbours holding the base,DSR against 10,DSR against 30,DSR against 100
slow timing,90,0.0,False,2,True,False,False,False,False,False,True,0.45619,-0.018266,0.0022517,-0.38996,1,0.058722,0,,,
selection,90,0.0,False,2,True,False,False,False,False,False,True,0.49362,-0.0059801,0.010961,-0.10904,10,0.021923,0,,,
slow selection,90,0.0,False,3,True,True,False,False,False,True,False,0.59881,0.0083569,0.0025747,0.19063,10,0.19618,0,,,
planted 0.5,90,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.68149,0.025559,0.0109,0.47986,1,0.97868,0,0.67598,0.48363,0.30955
planted 0.8,90,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.80517,0.045188,0.010744,0.84036,1,0.99986,0,0.95885,0.89326,0.78577
late slow timing,90,0.0,False,1,False,True,False,True,False,False,True,1.1653,0.085194,0.0034447,0.51638,1,0.9097,1,,,
rotation,90,0.0,False,2,True,False,False,False,False,False,True,0.64547,-0.0080425,0.0024284,-0.31676,2,0.040906,0,,,
binary rotation,90,0.0,False,2,True,False,False,False,False,False,True,0.59878,-0.014472,0.0038535,-0.3471,2,0.045583,0,,,
top sector,90,0.0,False,2,True,False,False,False,False,False,True,0.62442,0.016711,0.0039387,0.12402,1,0.6517,1,,,
near benchmark,90,0.0,False,2,True,False,False,False,False,True,True,0.70459,0.00053185,0.0010758,0.040953,2,0.35022,0,,,
timing,91,0.0,False,2,True,False,False,False,False,False,True,0.37843,-0.02547,0.011119,-0.39318,1,0.013355,0,,,
slow timing,91,0.0,False,2,True,False,False,False,False,False,True,0.47562,-0.014301,0.0025741,-0.27743,1,0.1055,0,,,
selection,91,0.0,False,2,True,False,True,False,False,True,False,0.57348,0.009626,0.011509,0.15378,10,0.17578,0,,,
slow selection,91,0.0,False,3,True,True,False,False,False,False,True,0.65527,0.017776,0.0024375,0.45598,10,0.34364,0,,,
planted 0.5,91,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.75494,0.041842,0.011292,0.76169,1,0.99963,0,0.9604,0.89536,0.78738
planted 0.8,91,0.018388610058729223,False,7,True,True,True,True,True,True,False,0.91715,0.065914,0.01088,1.2157,1,1,0,0.99982,0.99894,0.99557
late slow timing,91,0.0,False,1,False,False,False,False,False,False,True,0.75568,0.025576,0.0018479,0.14884,1,0.67057,0,,,
rotation,91,0.0,False,2,True,False,False,False,False,False,True,0.68871,-0.00056511,0.0026019,-0.024762,2,0.27326,0,,,
binary rotation,91,0.0,False,2,True,False,False,False,False,False,True,0.50207,-0.031978,0.0039053,-0.76916,2,0.00029863,0,,,
top sector,91,0.0,False,2,True,False,False,False,False,False,True,0.55224,-0.011023,0.0033161,-0.11239,1,0.35901,0,,,
near benchmark,91,0.0,False,2,True,False,False,False,False,True,True,0.69858,-0.00043104,0.0010572,-0.032217,2,0.26786,0,,,
timing,92,0.0,False,2,True,False,False,False,False,False,True,0.45191,-0.012473,0.01094,-0.21339,1,0.16758,0,,,
slow timing,92,0.0,True,0,True,True,True,True,True,True,True,0.67334,0.0239,0.0024927,0.44764,1,0.96769,0,,,
selection,92,0.0,False,2,True,False,False,False,False,False,True,0.55502,0.0064535,0.011372,0.10274,10,0.14118,0,,,
slow selection,92,0.0,False,4,True,True,True,False,False,False,True,0.71935,0.030539,0.0028184,0.65249,10,0.62447,0,,,
planted 0.5,92,0.013413153777783005,False,5,True,True,True,True,False,True,True,0.62053,0.017447,0.011567,0.30229,1,0.90448,0,0.31542,0.16381,0.075532
planted 0.8,92,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.72094,0.035213,0.011234,0.61818,1,0.99626,0,0.86769,0.73294,0.56713
late slow timing,92,0.0,False,2,True,False,False,False,False,False,True,0.45631,-0.079713,0.0033952,-0.2978,1,0.18683,0,,,
rotation,92,0.0,False,2,True,False,False,False,False,False,True,0.65685,-0.0060145,0.0024772,-0.24429,2,0.073843,0,,,
binary rotation,92,0.0,False,2,True,False,False,False,False,False,True,0.64437,-0.0062604,0.0042221,-0.15291,2,0.14436,0,,,
top sector,92,0.0,False,2,True,False,False,False,False,True,True,0.58959,0.0038644,0.0042213,0.03666,1,0.5566,0,,,
near benchmark,92,0.0,False,2,True,False,False,False,False,True,True,0.6587,-0.007047,0.0011368,-0.51352,2,0.012241,0,,,
timing,93,0.0,False,2,True,False,False,False,False,False,True,0.34302,-0.030891,0.011302,-0.50644,1,0.0094141,0,,,
slow timing,93,0.0,False,2,True,False,False,False,False,False,True,0.53881,-0.0025239,0.0026593,-0.055624,1,0.41732,0,,,
selection,93,0.0,False,2,True,False,True,False,False,True,True,0.57072,0.0074084,0.011086,0.13677,10,0.069637,0,,,
slow selection,93,0.0,False,3,True,True,False,False,False,True,False,0.68008,0.023979,0.0026007,0.51897,10,0.5154,0,,,
planted 0.5,93,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.78982,0.045675,0.011473,0.81888,1,0.99981,0,0.96688,0.90987,0.81179
planted 0.8,93,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.90358,0.064817,0.011528,1.1111,1,1,0,0.99944,0.99716,0.98962
late slow timing,93,0.0,False,2,True,False,False,False,False,False,True,0.42052,-0.047526,0.0028793,-0.30063,1,0.15125,0,,,
rotation,93,0.0,False,2,True,False,False,False,False,False,True,0.61936,-0.012729,0.0026922,-0.49849,2,0.0076341,0,,,
binary rotation,93,0.0,False,2,True,False,False,False,False,False,True,0.64397,-0.0061487,0.0032342,-0.14548,2,0.1282,0,,,
top sector,93,0.0,False,2,True,False,False,False,False,False,True,0.18328,-0.072175,0.0040419,-0.68615,1,0.0097661,0,,,
near benchmark,93,0.0,False,2,True,False,False,False,False,True,True,0.69945,-0.00031835,0.0010403,-0.024407,2,0.27507,0,,,
timing,94,0.0,False,2,True,False,False,False,False,False,True,0.46167,-0.012412,0.011917,-0.21713,1,0.1468,0,,,
slow timing,94,0.0,False,2,True,False,False,False,False,True,True,0.55309,0.00053305,0.0025026,0.010685,1,0.51849,0,,,
selection,94,0.0,False,2,True,False,False,False,False,False,True,0.5477,0.0036546,0.0113,0.065717,10,0.096598,0,,,
slow selection,94,0.0,False,4,True,True,True,False,False,True,False,0.68477,0.022284,0.0020622,0.56849,10,0.45939,0,,,
planted 0.5,94,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.69824,0.032882,0.01139,0.57559,1,0.99333,0,0.8126,0.65078,0.4717
planted 0.8,94,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.81993,0.051624,0.011446,0.95327,1,0.99998,0,0.99179,0.97122,0.9251
late slow timing,94,0.0,False,2,True,False,False,False,False,False,True,0.73404,0.021221,0.0030415,0.12181,1,0.63273,1,,,
rotation,94,0.0,False,2,True,False,False,False,False,True,True,0.63707,-0.0091095,0.0023935,-0.32353,2,0.037136,0,,,
binary rotation,94,0.0,False,3,True,True,False,False,False,False,True,0.72641,0.008353,0.0030394,0.20927,2,0.62126,0,,,
top sector,94,0.0,False,3,True,True,False,True,False,False,False,0.82447,0.051025,0.0040456,0.43248,1,0.9429,0,,,
near benchmark,94,0.0,False,2,True,False,False,False,False,True,True,0.67937,-0.0035091,0.0010627,-0.24014,2,0.10081,0,,,
timing,95,0.0,False,2,True,False,False,False,False,False,True,0.44587,-0.015661,0.010936,-0.28359,1,0.11289,0,,,
slow timing,95,0.0,False,3,True,True,False,False,False,False,True,0.5972,0.0084042,0.0024249,0.18205,1,0.77379,0,,,
selection,95,0.0,False,2,True,False,False,False,False,False,False,0.50856,-0.0036411,0.011184,-0.068623,10,0.030264,0,,,
slow selection,95,0.0,False,2,True,False,False,False,False,False,True,0.56144,0.0017557,0.0023969,0.038523,10,0.081981,0,,,
planted 0.5,95,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.67377,0.026334,0.011547,0.48276,1,0.97989,0,0.67019,0.47682,0.30323
planted 0.8,95,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.8012,0.048568,0.010693,0.88254,1,0.99986,0,0.97978,0.94016,0.86527
late slow timing,95,0.0,False,2,True,False,False,False,False,False,True,0.42264,-0.070883,0.0045484,-0.32125,2,0.072795,0,,,
rotation,95,0.0,False,2,True,False,False,False,False,False,True,0.61782,-0.012592,0.0021916,-0.4483,2,0.012573,0,,,
binary rotation,95,0.0,False,2,True,False,False,False,False,False,True,0.66009,-0.0036135,0.0037643,-0.090542,2,0.19334,0,,,
top sector,95,0.0,False,2,True,False,False,False,False,False,True,0.61118,0.0059495,0.0033046,0.050646,1,0.5678,0,,,
near benchmark,95,0.0,False,2,True,False,False,False,False,True,True,0.70669,0.00085524,0.0011736,0.068136,2,0.38659,0,,,
timing,96,0.0,False,2,True,False,False,False,False,False,False,0.49319,-0.0058898,0.011152,-0.1078,1,0.32305,0,,,
slow timing,96,0.0,False,2,True,False,False,False,False,False,True,0.45198,-0.019969,0.002287,-0.4501,1,0.029903,0,,,
selection,96,0.0,False,2,True,False,False,False,False,False,True,0.49951,-0.0055167,0.01134,-0.1061,10,0.021255,0,,,
slow selection,96,0.0,False,4,True,True,True,False,False,True,True,0.66546,0.020614,0.0026794,0.44325,10,0.33185,0,,,
planted 0.5,96,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.71278,0.032655,0.011243,0.57933,1,0.99491,0,0.8447,0.69887,0.52767
planted 0.8,96,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.90166,0.065438,0.010839,1.2133,1,1,0,0.99955,0.99764,0.99108
late slow timing,96,0.0,False,2,True,False,False,False,False,False,True,0.91257,0.082402,0.0041733,0.33733,1,0.80502,0,,,
rotation,96,0.0,False,2,True,False,False,False,False,False,True,0.69024,9.314e-06,0.0022651,0.0003611,2,0.30209,0,,,
binary rotation,96,0.0,False,2,True,False,False,False,False,False,True,0.60034,-0.014467,0.0034039,-0.34987,2,0.037569,0,,,
top sector,96,0.0,False,2,True,False,False,False,False,False,True,0.4954,-0.02057,0.0051412,-0.18584,1,0.25847,0,,,
near benchmark,96,0.0,False,2,True,False,False,False,False,True,True,0.70436,0.00051241,0.0010597,0.038538,2,0.3445,0,,,
timing,97,0.0,False,2,True,False,True,False,False,False,True,0.53156,0.00072928,0.011243,0.012864,1,0.52232,0,,,
slow timing,97,0.0,False,2,True,False,False,False,False,False,True,0.55243,-0.00015171,0.0024324,-0.0033586,1,0.49446,0,,,
selection,97,0.0,False,2,True,False,True,False,False,True,True,0.53448,0.0015495,0.01103,0.026382,10,0.064041,0,,,
slow selection,97,0.0,False,3,True,True,False,False,False,True,False,0.5825,0.0062932,0.0024774,0.12619,10,0.14725,0,,,
planted 0.5,97,0.013413153777783005,False,5,True,True,True,True,False,True,True,0.69453,0.028599,0.011174,0.52422,1,0.99003,0,0.77179,0.59614,0.41441
planted 0.8,97,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.7553,0.040729,0.011149,0.73066,1,0.99905,0,0.89155,0.77052,0.61314
late slow timing,97,0.0,False,2,True,False,False,False,False,False,True,0.72068,-0.05138,0.0038066,-0.36721,1,0.15761,0,,,
rotation,97,0.0,False,2,True,False,False,False,False,False,True,0.67906,-0.0019422,0.0023677,-0.074885,2,0.20973,0,,,
binary rotation,97,0.0,False,2,True,False,False,False,False,False,True,0.68633,0.0011689,0.0030449,0.02902,2,0.33816,0,,,
top sector,97,0.0,False,5,True,True,True,True,False,False,True,0.81602,0.062558,0.0038643,0.43803,1,0.92558,0,,,
near benchmark,97,0.0,False,2,True,False,False,False,False,True,True,0.67952,-0.0036647,0.001059,-0.28033,2,0.06871,0,,,
timing,98,0.0,False,2,True,False,False,False,False,False,True,0.4697,-0.011013,0.011008,-0.20144,1,0.18369,0,,,
slow timing,98,0.0,False,3,True,True,False,False,False,False,True,0.5744,0.0034321,0.0023001,0.083042,1,0.64117,0,,,
selection,98,0.0,False,2,True,False,False,False,False,False,True,0.52889,-0.00030344,0.011399,-0.0056834,10,0.055137,0,,,
slow selection,98,0.0,False,4,True,True,True,False,False,True,True,0.63336,0.01468,0.0024068,0.30963,10,0.38868,0,,,
planted 0.5,98,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.63327,0.019981,0.0116,0.34346,1,0.94411,0,0.50342,0.3112,0.17062
planted 0.8,98,0.018388610058729223,False,7,True,True,True,True,True,True,False,0.80628,0.047891,0.011056,0.8713,1,0.9999,0,0.97613,0.93108,0.84837
late slow timing,98,0.0,False,2,True,False,False,False,False,False,True,0.88223,0.029138,0.0049271,0.15053,2,0.4766,1,,,
rotation,98,0.0,False,2,True,False,False,False,False,False,True,0.67051,-0.0038076,0.0022987,-0.16598,2,0.11667,0,,,
binary rotation,98,0.0,False,3,True,True,False,False,False,False,True,0.70665,0.0050621,0.003818,0.12066,2,0.44962,0,,,
top sector,98,0.0,False,2,True,False,False,False,False,False,True,0.47858,-0.01925,0.0037698,-0.17497,2,0.14217,0,,,
near benchmark,98,0.0,False,2,True,False,False,False,False,True,True,0.6686,-0.0054659,0.0010518,-0.42835,2,0.021461,0,,,
timing,99,0.0,False,2,True,False,False,False,False,False,False,0.48877,-0.0070625,0.010981,-0.13464,1,0.28028,0,,,
slow timing,99,0.0,False,2,True,False,False,False,False,False,True,0.51748,-0.0067466,0.0025716,-0.13664,1,0.29946,0,,,
selection,99,0.0,False,2,True,False,True,False,False,False,False,0.53777,0.0015318,0.011099,0.027027,10,0.072262,0,,,
slow selection,99,0.0,False,4,True,True,True,False,False,True,True,0.65942,0.019505,0.0025381,0.41913,11,0.44713,0,,,
planted 0.5,99,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.75734,0.037718,0.011033,0.66693,1,0.99879,0,0.92893,0.83544,0.70019
planted 0.8,99,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.80342,0.049897,0.012076,0.84212,1,0.99994,0,0.98934,0.96519,0.91422
late slow timing,99,0.0,False,2,True,False,False,False,False,False,True,0.62894,-0.085672,0.0038661,-0.37257,1,0.14632,0,,,
rotation,99,0.0,False,2,True,False,False,False,False,False,True,0.68527,-0.00070316,0.0023965,-0.025671,2,0.27109,0,,,
binary rotation,99,0.0,False,2,True,False,False,False,False,False,True,0.6183,-0.010312,0.0033104,-0.23157,2,0.079977,0,,,
top sector,99,0.0,False,2,True,False,False,False,False,False,True,0.37153,-0.043385,0.0041119,-0.36704,1,0.097354,1,,,
near benchmark,99,0.0,False,2,True,False,False,False,False,True,True,0.68151,-0.0033243,0.0010654,-0.26295,2,0.06138,0,,,
timing,100,0.0,False,2,True,False,False,False,False,False,True,0.41777,-0.018558,0.011263,-0.34235,1,0.075077,0,,,
slow timing,100,0.0,False,3,True,True,False,False,False,True,True,0.61267,0.0119,0.0024899,0.23795,1,0.82748,0,,,
selection,100,0.0,False,4,True,True,True,False,False,True,False,0.6009,0.012634,0.011221,0.23472,10,0.32437,0,,,
slow selection,100,0.0,False,4,True,True,True,False,False,True,True,0.57875,0.0061191,0.0024774,0.11355,10,0.13477,0,,,
planted 0.5,100,0.013413153777783005,False,2,True,False,True,False,False,True,True,0.5478,0.0033381,0.011295,0.060281,1,0.60277,0,0.07301,0.025451,0.007991
planted 0.8,100,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.81002,0.049053,0.011403,0.90812,1,0.99994,0,0.98742,0.95893,0.89969
late slow timing,100,0.0,False,2,True,False,False,False,False,False,True,0.16812,-0.17897,0.0042146,-0.76397,1,0.00757,0,,,
rotation,100,0.0,False,2,True,False,False,False,False,False,True,0.68863,-0.00048581,0.0017737,-0.020549,2,0.28038,0,,,
binary rotation,100,0.0,False,2,True,False,False,False,False,False,False,0.66623,-0.0021154,0.0034789,-0.050071,2,0.23158,0,,,
top sector,100,0.0,False,3,True,True,False,False,False,True,False,0.71581,0.022625,0.0032174,0.22077,2,0.60218,0,,,
near benchmark,100,0.0,False,2,True,False,False,False,False,True,True,0.68945,-0.0020024,0.0012303,-0.15778,2,0.14992,0,,,
timing,101,0.0,False,2,True,False,False,False,False,False,True,0.49311,-0.0062313,0.011083,-0.11604,1,0.30273,0,,,
slow timing,101,0.0,False,2,True,False,False,False,False,True,True,0.54845,0.00023756,0.0025486,0.0047551,1,0.50819,0,,,
selection,101,0.0,False,4,True,True,True,False,False,True,False,0.62247,0.018675,0.011477,0.28466,11,0.2088,0,,,
slow selection,101,0.0,False,3,True,True,False,False,False,False,True,0.68875,0.027549,0.0029448,0.48855,10,0.36976,0,,,
planted 0.5,101,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.70642,0.031081,0.01121,0.51869,1,0.98418,0,0.72154,0.53696,0.35919
planted 0.8,101,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.89809,0.063497,0.011109,1.1674,1,1,0,0.99883,0.99453,0.98156
late slow timing,101,0.0,False,2,True,False,False,False,False,False,True,0.53908,-0.07158,0.0038189,-0.33279,2,0.064008,0,,,
rotation,101,0.0,False,2,True,False,False,False,False,False,True,0.68927,0.0001877,0.0024408,0.0063985,2,0.30914,0,,,
binary rotation,101,0.0,False,2,True,False,False,False,False,False,True,0.59683,-0.015088,0.0031365,-0.36371,2,0.026803,0,,,
top sector,101,0.0,False,2,True,False,False,False,False,False,True,0.31717,-0.056875,0.0033969,-0.41017,1,0.1206,0,,,
near benchmark,101,0.0,False,2,True,False,False,False,False,True,True,0.65011,-0.0085507,0.0011015,-0.70498,2,0.002584,0,,,
timing,102,0.0,False,2,True,False,False,False,False,False,True,0.46688,-0.012113,0.011339,-0.23049,1,0.16385,0,,,
slow timing,102,0.0,False,3,True,True,False,False,False,False,True,0.60841,0.0099646,0.0022856,0.22911,1,0.83516,0,,,
selection,102,0.0,False,2,True,False,True,False,False,True,True,0.57235,0.0084587,0.011341,0.14767,10,0.17999,0,,,
slow selection,102,0.0,False,3,True,True,False,False,False,False,False,0.63162,0.015456,0.0023258,0.30905,10,0.33623,0,,,
planted 0.5,102,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.78482,0.044086,0.011289,0.80576,1,0.99993,0,0.98354,0.94891,0.88044
planted 0.8,102,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.7995,0.05011,0.011638,0.9206,1,0.99997,0,0.9887,0.9626,0.90737
late slow timing,102,0.0,False,2,True,False,False,False,False,False,True,0.67098,-0.0041759,0.0030405,-0.027941,1,0.46615,1,,,
rotation,102,0.0,False,2,True,False,False,False,False,False,False,0.67181,-0.0032663,0.0022368,-0.12574,2,0.16199,0,,,
binary rotation,102,0.0,False,2,True,False,False,False,False,False,True,0.5645,-0.020723,0.0027688,-0.49532,2,0.016515,0,,,
top sector,102,0.0,False,4,True,True,True,False,False,False,True,0.74658,0.03332,0.0040493,0.29183,1,0.83204,0,,,
near benchmark,102,0.0,False,2,True,False,False,False,False,True,True,0.65691,-0.0074512,0.0010894,-0.5741,2,0.0072235,0,,,
timing,103,0.0,False,2,True,False,False,False,False,False,True,0.35431,-0.033153,0.011123,-0.56716,1,0.0046032,0,,,
slow timing,103,0.0,False,3,True,True,False,False,False,True,False,0.6211,0.011694,0.0025144,0.27939,1,0.86455,0,,,
selection,103,0.0,False,2,True,False,False,False,False,False,True,0.48876,-0.0077339,0.01131,-0.14545,10,0.011623,0,,,
slow selection,103,0.0,False,3,True,True,False,False,False,False,True,0.59833,0.0088686,0.0026639,0.1836,10,0.21253,0,,,
planted 0.5,103,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.73221,0.036102,0.011171,0.65779,1,0.99852,0,0.89577,0.77718,0.6213
planted 0.8,103,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.65497,0.023487,0.011373,0.40528,1,0.96141,0,0.48449,0.29549,0.16001
late slow timing,103,0.0,False,3,True,True,False,False,False,False,True,0.98921,0.079577,0.0035057,0.37026,1,0.86922,0,,,
rotation,103,0.0,False,2,True,False,False,False,False,False,True,0.66987,-0.0038087,0.0023534,-0.15755,2,0.15025,0,,,
binary rotation,103,0.0,False,2,True,False,False,False,False,False,True,0.61054,-0.012536,0.0033304,-0.31027,2,0.046814,0,,,
top sector,103,0.0,False,2,True,False,False,False,False,False,True,0.62567,0.013701,0.0035013,0.106,1,0.64323,1,,,
near benchmark,103,0.0,False,2,True,False,False,False,False,True,True,0.65416,-0.0079486,0.0011555,-0.6453,2,0.0029851,0,,,
timing,104,0.0,False,2,True,False,False,False,False,False,True,0.38819,-0.023428,0.011465,-0.40688,1,0.035169,0,,,
slow timing,104,0.0,False,2,True,False,False,False,False,False,True,0.54012,-0.0029765,0.0025071,-0.073195,2,0.20822,0,,,
selection,104,0.0,False,4,True,True,True,False,False,True,True,0.59391,0.012635,0.011237,0.20976,10,0.2389,0,,,
slow selection,104,0.0,False,4,True,True,True,False,False,False,True,0.69953,0.029079,0.0030189,0.50913,10,0.27933,0,,,
planted 0.5,104,0.013413153777783005,False,4,True,True,True,False,False,True,True,0.62019,0.015061,0.011367,0.27796,1,0.87704,0,0.33526,0.17779,0.083696
planted 0.8,104,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.77856,0.045285,0.011418,0.83806,1,0.99965,0,0.96613,0.90843,0.80972
late slow timing,104,0.0,False,2,True,False,False,False,False,False,True,0.0098952,-0.14727,0.0040917,-0.61296,2,0.0076744,0,,,
rotation,104,0.0,False,2,True,False,False,False,False,False,True,0.62467,-0.011654,0.0023614,-0.45248,2,0.014959,0,,,
binary rotation,104,0.0,False,3,True,True,False,False,False,False,True,0.69767,0.0034449,0.0035008,0.082331,2,0.41581,0,,,
top sector,104,0.0,False,3,True,True,False,True,True,False,True,0.81635,0.044494,0.003664,0.41558,1,0.92521,0,,,
near benchmark,104,0.0,False,2,True,False,False,False,False,True,True,0.68831,-0.0020928,0.0011613,-0.14529,2,0.16264,0,,,
timing,105,0.0,False,2,True,False,False,False,False,False,True,0.37179,-0.027276,0.011322,-0.46438,1,0.016785,0,,,
slow timing,105,0.0,False,3,True,True,False,False,False,True,True,0.60303,0.0096345,0.0023781,0.20708,1,0.79649,0,,,
selection,105,0.0,False,2,True,False,False,False,False,False,False,0.52943,-0.00020895,0.011076,-0.0039888,10,0.055607,0,,,
slow selection,105,0.0,False,4,True,True,True,False,False,True,True,0.76776,0.046167,0.0027947,0.59766,10,0.63468,0,,,
planted 0.5,105,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.73809,0.036871,0.011055,0.65096,2,0.98928,0,0.87951,0.74969,0.58554
planted 0.8,105,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.73512,0.035529,0.011432,0.66307,1,0.99964,0,0.93822,0.85158,0.72169
late slow timing,105,0.0,False,2,True,False,False,False,False,False,True,0.89146,0.02719,0.0024671,0.17259,1,0.71158,0,,,
rotation,105,0.0,False,2,True,False,False,False,False,False,True,0.64634,-0.0075532,0.0027256,-0.27253,2,0.076821,0,,,
binary rotation,105,0.0,False,2,True,False,False,False,False,False,True,0.66443,-0.0025073,0.0037261,-0.059272,2,0.23032,0,,,
top sector,105,0.0,False,3,True,True,False,False,False,False,False,0.74629,0.026198,0.0041245,0.27662,1,0.82753,0,,,
near benchmark,105,0.0,False,2,True,False,False,False,False,True,True,0.69902,-0.00038051,0.0011904,-0.028844,2,0.26842,0,,,
timing,106,0.0,False,2,True,False,False,False,False,False,False,0.39847,-0.022192,0.011428,-0.33663,1,0.055266,0,,,
slow timing,106,0.0,False,2,True,False,False,False,False,False,True,0.44157,-0.019613,0.0022836,-0.43322,1,0.044802,0,,,
selection,106,0.0,False,2,True,False,True,False,False,True,True,0.58353,0.0091639,0.010997,0.17818,10,0.2027,0,,,
slow selection,106,0.0,False,3,True,True,False,False,False,False,True,0.62565,0.013983,0.0026201,0.2959,10,0.23513,0,,,
planted 0.5,106,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.67162,0.02348,0.011195,0.43925,1,0.96863,0,0.59912,0.40262,0.24112
planted 0.8,106,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.81775,0.053161,0.011359,0.90617,1,0.99999,0,0.99711,0.98808,0.96413
late slow timing,106,0.0,False,2,True,False,False,False,False,False,True,0.70523,-0.031731,0.0023284,-0.15725,1,0.31385,1,,,
rotation,106,0.0,False,2,True,False,False,False,False,False,True,0.66236,-0.004841,0.002411,-0.18021,2,0.13367,0,,,
binary rotation,106,0.0,False,2,True,False,False,False,False,False,True,0.6405,-0.0068406,0.0032309,-0.16373,2,0.13347,0,,,
top sector,106,0.0,False,3,True,True,False,False,False,True,True,0.75506,0.037715,0.0050514,0.31723,1,0.85897,0,,,
near benchmark,106,0.0,False,3,True,True,False,False,False,True,True,0.72894,0.0045573,0.0010583,0.36045,2,0.78173,0,,,
timing,107,0.0,False,2,True,False,False,False,False,False,True,0.40891,-0.020378,0.011321,-0.34616,1,0.068628,0,,,
slow timing,107,0.0,False,2,True,False,False,False,False,False,True,0.55549,0.0020164,0.00286,0.035692,1,0.55317,0,,,
selection,107,0.0,False,2,True,False,False,False,False,False,True,0.51312,-0.0019128,0.011365,-0.03376,10,0.042545,0,,,
slow selection,107,0.0,False,3,True,True,False,False,False,False,False,0.62495,0.013365,0.0023935,0.30002,10,0.36551,0,,,
planted 0.5,107,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.67696,0.023304,0.010869,0.43311,1,0.96576,0,0.59884,0.40226,0.24077
planted 0.8,107,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.80272,0.047901,0.011266,0.8741,1,0.99981,0,0.97619,0.93117,0.84844
late slow timing,107,0.0,False,3,True,True,False,True,False,False,True,1.0587,0.12248,0.0027099,0.56229,1,0.94154,0,,,
rotation,107,0.0,False,2,True,False,False,False,False,False,True,0.64756,-0.007536,0.0026006,-0.28109,2,0.07051,0,,,
binary rotation,107,0.0,False,2,True,False,False,False,False,False,True,0.68334,0.00044504,0.0028563,0.011178,2,0.31664,0,,,
top sector,107,0.0,False,2,True,False,False,False,False,False,True,0.10696,-0.092889,0.0041252,-0.78787,1,0.0030821,0,,,
near benchmark,107,0.0,False,2,True,False,False,False,False,True,False,0.69427,-0.0011967,0.0010843,-0.093753,2,0.18254,0,,,
timing,108,0.0,False,2,True,False,False,False,False,False,True,0.38027,-0.026367,0.011117,-0.48333,1,0.014194,0,,,
slow timing,108,0.0,False,3,True,True,False,False,False,False,True,0.60596,0.010495,0.0025292,0.21219,1,0.78708,0,,,
selection,108,0.0,False,2,True,False,True,False,False,False,True,0.54873,0.0037938,0.01123,0.068076,10,0.085422,0,,,
slow selection,108,0.0,False,3,True,True,False,False,False,False,False,0.62093,0.011974,0.0023792,0.28782,10,0.34397,0,,,
planted 0.5,108,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.79011,0.043367,0.011013,0.80433,1,0.99944,0,0.95534,0.8858,0.77373
planted 0.8,108,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.86824,0.057371,0.01103,1.0042,1,1,0,0.99935,0.99665,0.9878
late slow timing,108,0.0,False,2,True,False,False,False,False,False,True,0.7615,-0.022878,0.0034926,-0.15426,2,0.16755,0,,,
rotation,108,0.0,False,2,True,False,False,False,False,False,True,0.70178,0.0019366,0.0021496,0.078756,2,0.40362,0,,,
binary rotation,108,0.0,False,2,True,False,False,False,False,False,True,0.50935,-0.031406,0.0033049,-0.78881,2,0.00013318,0,,,
top sector,108,0.0,False,6,True,True,True,True,True,False,True,0.81129,0.047263,0.0035785,0.41047,1,0.90682,0,,,
near benchmark,108,0.0,False,2,True,False,False,False,False,True,True,0.6933,-0.0013925,0.0011218,-0.11781,2,0.16124,0,,,
timing,109,0.0,False,2,True,False,False,False,False,False,True,0.38914,-0.02403,0.011209,-0.41203,1,0.034185,0,,,
slow timing,109,0.0,False,3,True,True,False,False,False,False,True,0.57186,0.0041071,0.0024159,0.08096,1,0.63583,0,,,
